Student_ID,University,Department,Semester,Gender,Age,CGPA,Java,Python,DSA,DBMS,OS,CN,Web_Development,SQL,Git,Cloud,AI_ML,Communication,Aptitude,Teamwork,Internship,Certifications,Resume_Score,Coding_Test_Score,Mock_Interview_Score,Curriculum_Coverage,Industry_Skill_Level,Skill_Gap_Score,Placement,Company,Package_LPA,Placement_Probability
S0754,University D,CSE-DS,8,Female,22,6.06,3,5,1,3,3,3,2,1,2,3,1,2,1,1,Yes,4,73,98,70,2.29,2.43,2.57,Yes,Microsoft,17.85,0.88
S0755,University A,CSE,8,Male,20,8.24,3,4,5,3,3,3,4,2,2,3,4,1,2,3,No,3,50,47,47,3.29,3.14,1.86,Yes,Infosys,11.82,0.88
S0756,University A,CSE-AI,8,Male,20,9.05,4,5,2,1,4,4,3,1,4,2,4,5,1,5,Yes,4,56,91,91,2.71,3.71,1.29,Yes,Deloitte,13.55,1.0
S0757,University C,CSE-AI,8,Female,21,9.79,1,4,1,2,5,1,4,4,1,2,1,4,2,3,Yes,0,68,63,78,2.57,2.0,3.0,Yes,Deloitte,17.81,0.95
S0758,University A,CSE-DS,8,Male,21,6.0,2,1,1,5,4,2,3,5,5,3,4,4,4,5,No,3,51,53,52,3.14,2.86,2.14,No,,0.0,0.69
S0759,University A,CSE-DS,8,Female,24,8.17,2,4,3,4,4,4,2,1,3,5,1,5,2,2,No,0,52,43,62,2.86,3.29,1.71,Yes,IBM,9.54,0.9
S0760,University A,CSE-DS,8,Male,20,5.61,1,1,1,4,5,4,4,1,3,1,1,3,5,2,Yes,6,95,76,93,2.86,1.57,3.43,Yes,Capgemini,14.0,0.75
S0761,University D,CSE,8,Female,23,6.89,2,1,3,5,5,5,1,5,3,5,4,4,5,5,No,5,64,81,49,3.71,3.14,1.86,Yes,Microsoft,6.48,0.89
S0762,University C,CSE,8,Female,20,8.15,3,1,4,4,1,2,2,4,3,1,4,4,5,3,Yes,1,61,88,65,2.86,2.86,2.14,Yes,Accenture,10.05,0.97
S0763,University A,CSE,8,Male,22,5.79,3,2,4,2,1,2,4,1,5,4,5,2,1,1,No,0,60,82,87,2.43,3.57,1.43,Yes,Capgemini,13.39,0.78
S0764,University D,CSE-DS,8,Female,24,8.51,5,5,5,5,5,5,4,2,1,1,4,1,5,5,No,5,82,41,97,4.43,3.14,1.86,Yes,Infosys,15.81,0.95
S0765,University C,IT,8,Male,21,6.11,1,4,3,5,5,2,5,4,5,3,4,1,5,2,Yes,6,51,56,79,3.57,3.0,2.0,Yes,Deloitte,4.2,0.79
S0766,University D,CSE,8,Female,20,9.21,4,5,1,3,5,4,1,1,2,5,4,5,3,2,No,4,82,49,74,2.71,3.71,1.29,Yes,IBM,14.39,1.0
S0767,University B,CSE-DS,8,Female,22,8.09,2,1,3,1,5,4,1,3,4,1,4,5,2,2,No,2,93,97,96,2.71,2.86,2.14,Yes,Amazon,13.86,0.93
S0768,University B,CSE,8,Female,20,5.97,4,5,4,2,3,1,5,4,3,5,4,4,5,2,No,4,77,41,62,3.29,4.14,0.86,Yes,Capgemini,10.3,0.9
S0769,University A,IT,8,Male,22,6.17,3,1,4,2,2,3,5,2,4,3,5,5,2,1,Yes,2,84,65,79,3.0,3.57,1.43,Yes,Accenture,13.95,0.91
S0770,University B,CSE-AI,8,Female,20,7.24,2,5,4,5,5,1,4,1,5,1,1,3,1,2,Yes,4,98,86,60,3.14,3.0,2.0,Yes,Microsoft,8.87,0.99
S0771,University B,CSE-DS,8,Male,24,6.52,4,4,1,3,2,2,1,3,3,5,5,1,4,3,Yes,1,73,98,62,2.29,3.29,1.71,Yes,Deloitte,14.76,0.89
S0772,University A,CSE,8,Female,23,5.93,3,1,2,3,3,1,5,4,4,1,4,4,1,5,Yes,5,66,78,79,3.0,2.71,2.29,Yes,Amazon,12.1,0.83
S0773,University B,IT,8,Female,22,9.17,2,1,3,1,4,3,4,5,1,2,3,5,2,4,No,2,84,67,84,3.14,2.43,2.57,Yes,Microsoft,13.45,0.94
S0774,University D,CSE,8,Female,20,9.59,4,5,3,1,3,3,5,3,3,1,1,1,5,2,Yes,0,93,89,75,3.14,2.57,2.43,Yes,Accenture,18.42,1.0
S0775,University D,IT,8,Male,20,5.81,1,4,1,2,5,5,5,4,2,4,3,2,4,2,Yes,4,87,56,65,3.29,2.43,2.57,Yes,TCS,9.09,0.77
S0776,University C,CSE-AI,8,Male,22,5.61,5,3,2,3,5,5,3,2,1,3,4,4,3,5,No,3,81,66,48,3.57,3.14,1.86,Yes,IBM,8.4,0.83
S0777,University D,IT,8,Male,21,6.88,3,4,4,3,5,1,5,4,3,3,2,2,5,5,Yes,3,58,55,99,3.57,3.0,2.0,Yes,Capgemini,15.23,0.89
S0778,University D,IT,8,Female,22,8.89,3,3,1,1,4,3,5,5,3,2,1,1,4,2,Yes,0,61,49,63,3.14,2.0,3.0,Yes,Deloitte,6.22,0.82
S0779,University D,IT,8,Female,24,7.27,3,5,1,4,1,1,1,2,3,1,1,3,5,3,No,0,50,88,79,1.86,2.43,2.57,Yes,Deloitte,3.73,0.81
S0780,University C,CSE-AI,8,Female,22,6.06,1,2,5,5,3,4,1,3,4,2,4,3,2,4,Yes,1,96,47,55,3.14,3.0,2.0,Yes,Amazon,4.3,0.81
S0781,University C,CSE-DS,8,Female,22,6.5,3,5,4,5,1,4,5,3,2,3,3,5,2,3,Yes,0,92,75,89,3.57,3.57,1.43,Yes,Amazon,14.77,0.99
S0782,University A,IT,8,Female,23,5.71,4,3,3,3,3,4,3,2,2,1,1,2,2,2,No,2,99,74,84,3.14,2.29,2.71,Yes,Deloitte,14.98,0.77
S0783,University D,CSE-AI,8,Male,22,8.86,2,3,2,4,2,1,2,5,5,4,2,1,4,3,Yes,5,84,43,96,2.57,2.71,2.29,Yes,Microsoft,16.2,0.91
S0784,University A,IT,8,Female,23,6.95,2,1,4,5,2,3,5,5,2,3,5,2,3,2,No,0,52,94,100,3.71,2.71,2.29,Yes,Infosys,14.0,0.8
S0785,University B,IT,8,Male,20,7.72,5,1,4,3,2,3,3,3,3,3,3,4,1,5,Yes,6,84,96,68,3.29,3.29,1.71,Yes,Deloitte,13.83,1.0
S0786,University A,CSE-DS,8,Female,23,8.32,3,2,5,1,2,5,4,5,5,3,5,4,5,5,No,4,83,72,94,3.57,3.86,1.14,Yes,Microsoft,5.83,1.0
S0787,University D,CSE-AI,8,Male,21,8.05,2,4,1,3,4,2,3,4,2,1,1,5,5,4,No,1,67,48,58,2.71,2.29,2.71,Yes,Accenture,15.97,0.81
S0788,University B,CSE-AI,8,Male,20,8.0,1,2,1,5,4,1,4,2,5,2,2,5,5,1,Yes,1,59,47,47,2.57,2.57,2.43,Yes,TCS,15.74,0.83
S0789,University A,CSE-DS,8,Male,21,5.57,5,4,4,4,4,1,1,1,5,5,5,4,4,1,Yes,4,55,92,63,2.86,4.57,0.43,Yes,IBM,6.34,1.0
S0790,University A,CSE,8,Male,20,9.45,3,3,2,1,5,5,1,4,3,4,5,2,2,3,No,3,87,60,98,3.0,3.14,1.86,Yes,Infosys,13.64,0.94
S0791,University D,CSE-DS,8,Female,20,7.51,4,2,1,3,3,3,5,4,4,1,3,1,1,4,No,5,74,67,62,3.29,2.29,2.71,Yes,TCS,4.88,0.77
S0792,University B,CSE-DS,8,Male,23,8.62,2,3,1,4,5,3,1,4,5,5,3,5,4,1,Yes,2,99,75,93,2.86,3.43,1.57,Yes,IBM,6.42,1.0
S0793,University A,CSE-DS,8,Male,22,7.85,5,5,5,4,2,4,5,4,1,5,2,5,4,5,Yes,3,83,83,87,4.14,4.0,1.0,Yes,Microsoft,13.11,1.0
S0794,University B,IT,8,Male,22,9.03,4,2,3,4,1,5,4,4,1,5,2,2,1,1,Yes,3,94,88,67,3.57,2.71,2.29,Yes,Amazon,10.32,1.0
S0795,University C,IT,8,Male,20,9.8,5,1,5,3,2,1,4,3,3,5,3,1,4,4,No,2,95,45,87,3.29,3.29,1.71,Yes,Deloitte,14.72,1.0
S0796,University C,CSE-DS,8,Male,20,5.92,5,2,3,1,5,5,4,2,4,3,2,2,2,5,No,2,82,77,49,3.57,3.0,2.0,Yes,Capgemini,10.24,0.81
S0797,University A,IT,8,Male,22,9.12,3,3,3,4,1,3,4,5,2,1,5,2,2,3,No,6,50,85,81,3.29,2.71,2.29,Yes,TCS,3.77,0.95
S0798,University B,CSE-AI,8,Female,23,7.3,1,4,2,2,2,3,4,2,5,2,5,5,3,3,Yes,0,55,71,78,2.29,3.43,1.57,Yes,Amazon,13.28,0.88
S0799,University A,CSE,8,Female,21,6.56,2,4,1,4,5,3,1,4,1,1,3,5,1,1,Yes,4,73,40,84,2.86,2.43,2.57,Yes,Deloitte,6.17,0.82
S0800,University C,CSE,8,Female,24,7.38,1,3,2,4,1,5,2,2,1,1,4,1,4,5,No,5,50,40,75,2.43,1.86,3.14,No,,0.0,0.68
S0801,University B,IT,8,Male,22,8.63,3,2,2,5,5,4,4,5,5,5,2,4,3,2,No,2,80,89,52,4.0,3.29,1.71,Yes,Infosys,9.7,0.98
S0802,University D,CSE-DS,8,Male,22,9.07,1,2,1,1,3,3,1,2,3,5,5,4,2,2,Yes,3,68,53,95,1.71,3.0,2.0,Yes,Cognizant,15.36,0.94
S0803,University B,CSE-DS,8,Male,22,9.33,2,4,5,1,4,3,5,4,1,4,4,2,5,5,Yes,5,66,97,64,3.43,3.14,1.86,Yes,Amazon,17.46,1.0
S0804,University B,CSE-AI,8,Male,20,9.02,4,3,4,2,5,1,3,3,1,4,4,3,1,4,No,3,89,61,67,3.14,3.29,1.71,Yes,IBM,4.7,1.0
S0805,University B,CSE-DS,8,Female,23,8.11,5,3,3,1,1,4,3,1,5,1,2,1,1,1,No,6,82,100,69,2.57,2.86,2.14,Yes,TCS,4.92,0.96
S0806,University C,CSE,8,Male,21,8.5,1,2,2,1,4,5,3,2,3,3,1,2,1,1,Yes,1,78,97,65,2.57,2.0,3.0,Yes,Microsoft,15.27,0.92
S0807,University B,CSE-AI,8,Female,24,9.28,1,1,3,1,3,2,2,3,5,3,4,5,3,1,No,2,52,93,76,2.14,3.14,1.86,Yes,Deloitte,5.0,0.97
S0808,University A,CSE-AI,8,Female,20,7.92,3,5,3,1,2,1,1,1,4,3,5,2,3,1,Yes,5,87,47,45,1.71,3.57,1.43,Yes,Wipro,7.66,0.96
S0809,University B,CSE,8,Female,23,7.73,3,1,1,5,3,5,1,2,3,5,5,2,5,3,No,6,98,55,68,2.86,2.86,2.14,Yes,Cognizant,13.79,0.84
S0810,University D,CSE-DS,8,Male,21,5.81,1,4,4,5,5,1,1,4,5,4,5,1,1,5,No,5,78,70,61,3.0,3.43,1.57,Yes,Accenture,4.16,0.79
S0811,University A,IT,8,Male,23,8.41,5,3,3,5,3,2,1,1,4,4,4,4,2,3,No,0,63,50,85,2.86,3.86,1.14,Yes,TCS,8.72,0.94
S0812,University A,CSE,8,Male,23,6.88,2,4,2,3,1,4,5,3,2,5,1,2,5,2,Yes,6,64,59,66,2.86,2.57,2.43,Yes,Infosys,16.34,0.89
S0813,University C,CSE-DS,8,Female,22,9.19,1,3,2,1,5,5,4,5,3,2,1,2,1,1,No,3,78,54,95,3.29,2.0,3.0,Yes,TCS,5.54,0.84
S0814,University A,CSE-AI,8,Female,22,8.82,5,5,5,4,3,5,2,1,2,5,5,4,3,2,No,0,64,93,60,3.57,4.43,0.57,Yes,Wipro,9.79,1.0
S0815,University B,CSE,8,Male,20,7.06,2,1,3,4,4,1,5,2,1,4,1,1,3,2,Yes,5,98,75,45,3.0,1.86,3.14,Yes,IBM,6.21,0.88
S0816,University C,IT,8,Female,21,7.05,5,1,5,5,4,1,3,5,1,4,1,1,5,4,Yes,4,73,61,80,4.0,2.57,2.43,Yes,Microsoft,11.76,0.94
S0817,University C,CSE-DS,8,Female,20,8.6,1,4,5,5,1,1,3,2,4,5,5,2,1,5,No,4,59,72,82,2.57,3.71,1.29,Yes,Wipro,10.69,0.97
S0818,University C,CSE-DS,8,Female,22,8.39,5,2,2,4,2,1,1,2,5,2,5,3,5,2,Yes,1,92,100,54,2.43,3.43,1.57,Yes,Infosys,4.39,1.0
S0819,University B,CSE-AI,8,Female,23,8.38,2,5,1,1,4,3,5,5,2,1,2,1,2,1,Yes,0,67,99,90,3.0,2.0,3.0,Yes,Accenture,13.94,0.88
S0820,University B,IT,8,Female,23,7.08,2,1,2,3,2,1,2,5,1,4,3,1,4,3,No,1,50,83,97,2.43,2.0,3.0,Yes,Microsoft,4.36,0.74
S0821,University B,CSE,8,Male,22,7.07,5,1,5,5,2,2,1,1,2,5,1,4,1,4,No,3,88,42,100,3.0,3.29,1.71,Yes,Microsoft,17.67,0.94
S0822,University D,IT,8,Female,20,6.59,5,3,1,5,4,4,2,2,5,1,2,1,4,4,Yes,4,53,63,70,3.29,2.57,2.43,Yes,Cognizant,11.86,0.79
S0823,University B,CSE-AI,8,Female,22,7.19,4,2,1,5,5,4,3,3,1,3,5,3,3,3,Yes,3,77,65,57,3.57,2.71,2.29,Yes,Microsoft,13.77,0.88
S0824,University C,CSE-DS,8,Male,20,5.54,5,4,2,4,2,2,2,4,2,4,1,1,3,2,No,1,100,66,87,3.0,2.71,2.29,Yes,Cognizant,5.56,0.77
S0825,University B,CSE-DS,8,Female,21,8.49,5,1,5,4,5,5,1,5,4,2,2,3,1,5,No,2,64,52,80,4.29,3.14,1.86,Yes,Accenture,8.58,0.93
S0826,University D,CSE-DS,8,Female,22,9.41,1,3,5,2,2,2,3,2,1,2,1,1,3,5,No,3,51,63,91,2.43,2.0,3.0,Yes,Deloitte,7.51,0.89
S0827,University A,CSE-AI,8,Female,22,9.0,4,5,3,3,2,3,2,4,3,5,4,3,4,4,No,6,54,67,58,3.0,3.86,1.14,Yes,Wipro,17.09,1.0
S0828,University A,CSE-AI,8,Male,23,7.13,5,1,5,3,5,3,5,1,3,2,4,5,2,3,No,4,74,65,64,3.86,3.57,1.43,Yes,Wipro,16.16,0.96
S0829,University C,CSE-DS,8,Female,21,9.33,3,2,2,3,5,1,3,2,4,1,3,1,3,5,Yes,1,100,97,55,2.71,2.29,2.71,Yes,Infosys,17.61,0.96
S0830,University D,CSE,8,Female,22,8.66,1,4,5,4,2,4,2,1,1,1,5,1,4,5,No,1,59,99,52,2.71,2.57,2.43,Yes,Amazon,4.69,0.91
S0831,University B,IT,8,Female,23,6.19,3,3,2,4,5,4,3,3,4,1,1,4,2,2,Yes,5,83,66,95,3.43,2.57,2.43,Yes,Wipro,8.62,0.87
S0832,University A,CSE,8,Male,21,6.08,4,4,3,4,2,2,4,1,1,3,1,1,3,2,No,4,54,41,68,2.86,2.43,2.57,Yes,Amazon,8.38,0.74
S0833,University D,CSE-AI,8,Male,21,7.63,2,2,1,3,2,3,4,2,1,4,1,5,3,2,Yes,6,63,88,70,2.43,2.29,2.71,Yes,Infosys,11.44,0.98
S0834,University B,CSE-AI,8,Male,21,6.04,4,5,3,3,2,5,4,2,1,5,2,5,4,2,No,1,96,63,84,3.29,3.57,1.43,Yes,Accenture,8.78,0.92
S0835,University A,IT,8,Female,20,8.32,4,2,5,2,5,5,5,2,1,3,3,4,2,3,Yes,1,64,67,72,4.0,3.14,1.86,Yes,Cognizant,4.81,1.0
S0836,University B,CSE-AI,8,Male,23,9.49,5,4,1,5,2,4,5,4,1,5,2,2,4,1,Yes,0,81,47,54,3.71,2.86,2.14,Yes,Cognizant,9.45,0.99
S0837,University C,CSE-DS,8,Male,22,8.43,4,3,5,3,4,4,2,3,4,3,2,2,2,2,Yes,1,60,98,90,3.57,3.29,1.71,Yes,Infosys,11.13,1.0
S0838,University A,CSE,8,Male,22,7.96,5,2,2,2,3,4,1,4,2,5,3,2,3,1,No,1,90,90,91,3.0,3.0,2.0,Yes,Accenture,10.68,0.94
S0839,University A,CSE-DS,8,Female,21,7.25,4,3,1,2,1,4,3,2,5,3,1,5,3,2,Yes,5,54,54,94,2.43,3.14,1.86,Yes,IBM,9.28,0.93
S0840,University C,CSE-DS,8,Female,22,8.01,4,3,4,1,3,3,4,1,3,3,3,5,1,2,Yes,2,55,67,91,2.86,3.57,1.43,Yes,Infosys,7.52,1.0
S0841,University A,CSE,8,Female,20,5.57,1,5,4,5,2,5,3,4,5,4,3,2,1,4,Yes,6,58,41,61,3.43,3.43,1.57,Yes,Wipro,6.03,0.82
S0842,University D,IT,8,Female,21,6.1,1,2,3,1,2,5,2,4,5,4,4,5,5,4,No,0,86,73,75,2.57,3.43,1.57,Yes,Wipro,6.73,0.81
S0843,University C,CSE-AI,8,Male,24,5.85,5,2,2,4,4,1,4,3,5,5,5,5,4,5,No,2,65,93,85,3.29,4.14,0.86,Yes,Microsoft,17.54,0.9
S0844,University D,IT,8,Female,22,5.9,4,3,3,2,1,5,5,3,2,2,1,2,1,2,Yes,4,54,62,98,3.29,2.43,2.57,Yes,Cognizant,3.85,0.82
S0845,University C,CSE,8,Female,21,7.98,4,3,4,1,1,1,2,4,5,4,4,3,3,5,No,3,75,59,81,2.43,3.86,1.14,Yes,Deloitte,10.22,0.95
S0846,University B,IT,8,Female,20,7.2,3,4,1,3,3,1,1,4,2,3,3,2,4,2,Yes,4,97,64,62,2.29,2.57,2.43,Yes,Microsoft,11.98,0.88
S0847,University B,IT,8,Female,21,5.98,5,3,2,5,4,2,3,2,1,3,5,4,1,2,No,2,57,50,78,3.29,3.29,1.71,Yes,IBM,5.92,0.79
S0848,University B,CSE-DS,8,Female,20,9.84,3,5,3,5,5,5,5,3,5,4,3,3,4,4,Yes,2,71,88,61,4.14,3.71,1.29,Yes,Capgemini,16.62,1.0
S0849,University A,CSE-AI,8,Male,21,8.98,3,5,1,4,5,5,5,2,5,2,3,3,5,4,No,1,86,96,62,3.57,3.14,1.86,Yes,Capgemini,16.66,0.96
S0850,University A,CSE-AI,8,Male,23,5.71,3,5,4,2,5,4,2,5,5,5,5,3,1,2,Yes,0,50,97,93,3.57,4.29,0.71,Yes,Wipro,12.07,0.94
S0851,University C,IT,8,Male,21,8.85,4,3,3,5,3,2,3,4,3,3,4,5,2,2,Yes,1,50,42,64,3.43,3.57,1.43,Yes,IBM,7.67,0.99
S0852,University A,IT,8,Male,24,8.68,2,5,1,1,2,3,1,2,1,2,4,3,4,3,No,1,71,77,66,1.71,2.57,2.43,Yes,Deloitte,12.92,0.88
S0853,University B,CSE-AI,8,Male,21,8.18,1,3,3,5,3,2,3,3,4,4,2,1,1,2,No,0,63,58,56,2.86,2.57,2.43,Yes,IBM,6.36,0.78
S0854,University B,CSE-DS,8,Female,24,6.36,4,3,2,3,4,2,1,1,3,2,4,5,4,5,No,6,84,93,46,2.43,3.29,1.71,Yes,Cognizant,3.99,0.93
S0855,University B,CSE-AI,8,Female,23,9.72,2,1,4,4,3,1,4,3,2,1,3,2,3,1,Yes,1,84,90,95,3.0,2.14,2.86,Yes,TCS,16.02,1.0
S0856,University B,CSE,8,Male,21,7.22,2,4,3,2,2,2,2,5,2,5,2,1,2,1,Yes,2,75,76,51,2.57,2.71,2.29,Yes,TCS,6.73,0.91
S0857,University C,CSE-AI,8,Male,20,6.62,4,4,1,1,4,4,3,1,4,4,2,4,5,5,No,6,70,55,92,2.57,3.29,1.71,Yes,Capgemini,4.35,0.86
S0858,University A,IT,8,Male,21,9.64,2,2,5,5,3,4,2,2,1,2,3,2,1,2,No,3,54,100,96,3.29,2.43,2.57,Yes,TCS,12.22,1.0
S0859,University C,CSE,8,Female,22,8.41,2,3,1,3,1,4,4,3,5,4,1,4,4,3,No,3,56,79,95,2.57,2.86,2.14,Yes,Wipro,15.99,0.9
S0860,University B,CSE-AI,8,Female,21,8.32,2,5,4,2,4,2,3,5,1,2,2,3,5,1,No,3,75,88,79,3.14,2.71,2.29,Yes,Capgemini,7.73,0.98
S0861,University A,CSE,8,Female,20,8.26,4,5,1,2,1,2,1,1,1,1,5,4,5,1,Yes,5,72,84,80,1.71,3.0,2.0,Yes,Microsoft,9.74,1.0
S0862,University B,IT,8,Female,22,9.3,4,3,1,2,5,2,3,1,5,5,5,3,3,2,No,5,98,47,76,2.57,3.71,1.29,Yes,Wipro,5.03,0.97
S0863,University A,CSE-AI,8,Male,22,6.6,5,4,2,2,1,3,3,2,2,1,4,2,4,3,No,4,91,64,99,2.57,2.86,2.14,Yes,Accenture,17.87,0.83
S0864,University C,CSE,8,Female,21,6.8,4,1,3,5,5,4,5,5,5,3,1,3,4,1,Yes,0,73,79,88,4.43,2.86,2.14,Yes,Amazon,9.16,0.88
S0865,University C,CSE-AI,8,Male,23,8.97,4,4,3,5,2,4,4,2,2,5,3,4,2,3,Yes,3,81,70,65,3.43,3.57,1.43,Yes,Wipro,15.42,1.0
S0866,University B,CSE,8,Male,24,5.85,4,3,5,1,2,5,2,1,3,5,2,2,5,3,Yes,0,70,99,100,2.86,3.43,1.57,Yes,IBM,17.83,0.95
S0867,University C,CSE,8,Male,21,6.9,5,4,2,4,2,4,2,4,2,5,3,2,1,4,No,0,71,82,61,3.29,3.29,1.71,Yes,TCS,12.85,0.88
S0868,University C,CSE-AI,8,Female,24,8.68,2,5,1,1,3,5,5,2,2,1,1,2,2,1,Yes,6,54,63,92,2.71,2.0,3.0,Yes,Infosys,7.94,0.91
S0869,University A,IT,8,Male,24,7.34,4,4,3,1,1,5,1,5,3,3,5,5,1,4,No,2,98,48,98,2.86,3.86,1.14,Yes,TCS,16.05,0.93
S0870,University B,IT,8,Male,21,9.58,4,4,5,4,2,3,5,3,4,4,3,4,3,1,No,5,58,53,63,3.71,4.0,1.0,Yes,Infosys,13.38,1.0
S0871,University C,CSE,8,Male,24,5.83,2,1,3,1,1,3,2,5,3,5,2,1,3,4,Yes,0,80,95,84,2.43,2.43,2.57,Yes,IBM,10.2,0.81
S0872,University B,CSE,8,Male,22,8.57,1,5,1,1,2,4,4,4,1,2,1,1,1,3,Yes,5,60,74,66,2.43,1.71,3.29,Yes,IBM,6.4,0.89
S0873,University D,IT,8,Male,21,8.28,3,2,3,2,5,2,5,1,3,5,2,4,5,2,Yes,0,78,65,79,3.0,3.14,1.86,Yes,Wipro,13.96,0.99
S0874,University C,CSE,8,Male,20,6.28,5,2,5,5,4,2,2,4,4,1,5,3,1,5,No,1,75,69,51,3.86,3.57,1.43,Yes,Amazon,7.22,0.85
S0875,University D,IT,8,Female,23,6.34,5,2,2,2,5,2,1,5,5,2,3,2,4,5,Yes,4,80,60,90,3.14,3.0,2.0,Yes,TCS,17.57,0.84
S0876,University A,CSE-DS,8,Female,24,5.92,1,4,3,5,2,1,5,5,1,3,2,1,5,2,No,4,78,66,52,3.14,2.14,2.86,Yes,Amazon,10.41,0.73
S0877,University D,CSE-AI,8,Female,24,9.25,2,5,3,3,4,2,1,2,4,4,3,4,5,4,Yes,4,72,76,98,2.43,3.57,1.43,Yes,Cognizant,4.91,1.0
S0878,University D,IT,8,Female,20,7.73,5,2,3,3,2,5,3,4,1,4,3,2,5,5,Yes,3,67,80,75,3.57,2.86,2.14,Yes,Microsoft,5.64,0.98
S0879,University A,CSE-AI,8,Female,20,8.86,5,5,4,4,1,5,1,5,5,4,3,4,3,5,No,5,89,94,81,3.57,4.29,0.71,Yes,Capgemini,7.76,1.0
S0880,University D,CSE,8,Female,21,7.31,2,3,4,5,3,2,4,5,5,5,1,4,3,5,Yes,2,68,60,45,3.57,3.43,1.57,Yes,Wipro,15.39,0.96
S0881,University B,CSE,8,Male,20,6.02,1,2,4,2,4,1,4,4,3,5,5,1,1,5,Yes,2,84,93,61,2.86,3.0,2.0,Yes,Infosys,8.88,0.86
S0882,University A,CSE-DS,8,Female,23,6.95,3,5,5,2,5,5,4,3,1,5,3,4,2,1,Yes,3,100,63,45,3.86,3.71,1.29,Yes,Accenture,4.21,1.0
S0883,University A,CSE,8,Female,21,5.95,5,3,2,1,3,4,3,1,5,3,5,2,4,5,No,3,78,76,48,2.71,3.57,1.43,Yes,Deloitte,11.04,0.81
S0884,University D,CSE-DS,8,Male,22,7.32,1,1,1,2,4,3,1,1,2,3,3,3,3,2,Yes,3,80,57,87,1.86,2.0,3.0,Yes,IBM,8.64,0.8
S0885,University B,CSE-DS,8,Female,20,9.64,4,2,2,1,3,3,5,5,4,4,2,3,4,2,Yes,6,61,47,83,3.29,3.0,2.0,Yes,Accenture,3.62,1.0
S0886,University A,CSE-AI,8,Female,22,6.64,3,4,4,3,5,3,3,3,5,2,5,4,3,2,Yes,6,64,74,59,3.43,3.86,1.14,Yes,Deloitte,8.19,0.98
S0887,University B,CSE-DS,8,Female,22,8.71,2,1,2,5,1,1,2,4,2,2,1,1,4,2,Yes,5,79,71,55,2.43,1.57,3.43,Yes,Capgemini,9.88,0.89
S0888,University A,CSE-DS,8,Female,24,7.94,2,2,5,3,2,3,2,3,1,4,1,5,3,4,No,4,55,68,49,2.86,2.86,2.14,Yes,TCS,4.32,0.98
S0889,University C,IT,8,Male,22,5.91,4,4,3,3,4,2,3,2,3,2,3,4,5,3,Yes,6,100,94,74,3.0,3.29,1.71,Yes,Microsoft,5.29,1.0
S0890,University B,CSE-AI,8,Male,23,6.77,5,2,1,3,2,4,5,5,1,2,2,1,5,2,No,0,100,44,89,3.57,2.0,3.0,No,,0.0,0.7
S0891,University C,CSE-AI,8,Male,23,9.62,5,4,5,5,2,5,1,3,2,4,5,4,2,1,No,6,85,67,56,3.71,4.14,0.86,Yes,Infosys,8.24,1.0
S0892,University D,IT,8,Female,21,8.54,4,3,2,3,2,4,5,1,1,5,5,1,3,4,No,1,68,57,100,3.0,3.0,2.0,Yes,Infosys,9.22,0.86
S0893,University A,CSE,8,Male,24,8.11,4,5,1,3,2,2,4,2,5,5,5,3,4,4,No,2,53,79,82,2.57,4.0,1.0,Yes,TCS,12.13,0.93
S0894,University C,IT,8,Female,23,8.12,3,4,2,5,1,5,2,3,2,1,1,5,5,4,No,2,60,81,63,3.0,2.57,2.43,Yes,Amazon,9.35,0.92
S0895,University B,CSE-DS,8,Male,24,6.25,3,4,3,5,3,5,2,5,1,5,1,2,2,1,No,5,87,69,91,3.71,2.71,2.29,Yes,Infosys,11.58,0.87
S0896,University A,CSE-AI,8,Male,20,9.49,4,1,4,1,3,5,5,3,3,3,1,3,2,4,No,6,60,73,70,3.57,2.71,2.29,Yes,Infosys,18.23,1.0
S0897,University B,CSE,8,Female,23,6.42,5,3,4,5,1,1,5,2,5,4,5,1,3,3,Yes,6,51,87,95,3.29,3.86,1.14,Yes,Microsoft,12.76,0.96
S0898,University B,CSE-AI,8,Female,20,8.04,3,3,2,5,4,4,5,2,2,3,1,3,5,5,Yes,6,96,69,92,3.57,2.43,2.57,Yes,Cognizant,3.68,0.99
S0899,University A,CSE-DS,8,Male,24,8.78,1,1,5,2,5,1,1,2,5,2,5,4,3,2,No,2,57,55,91,2.43,3.29,1.71,Yes,Microsoft,9.9,0.89
S0900,University B,CSE-DS,8,Female,24,8.66,1,3,3,1,2,3,2,4,2,4,1,3,5,4,Yes,3,98,65,53,2.29,2.43,2.57,Yes,Infosys,17.23,0.99
S0901,University D,CSE-AI,8,Female,22,6.58,3,2,5,1,1,3,5,3,4,1,3,3,4,2,Yes,5,71,95,69,3.0,3.0,2.0,Yes,Accenture,15.81,0.96
S0902,University D,CSE,8,Female,21,8.98,1,1,4,3,2,4,5,1,2,5,2,4,4,2,No,0,60,74,83,2.86,2.71,2.29,Yes,IBM,9.83,0.93
S0903,University A,CSE-DS,8,Male,20,6.8,5,1,4,3,3,1,4,1,1,1,5,4,3,2,No,4,90,98,64,3.0,3.0,2.0,Yes,Capgemini,9.64,0.95
S0904,University B,CSE-DS,8,Male,20,6.33,5,5,1,2,4,2,1,3,2,4,4,2,4,2,Yes,2,90,56,88,2.57,3.29,1.71,Yes,Infosys,7.56,0.87
